conv_index,model_type,decoding,context,knowledge,response,Avg Factual Correctness,Hallucination,Verifiable
104,GPT2-small,DBS,"A: Did you ever read 1984 in school? Pretty wild how often it comes up these days as feeling relevant -- even with it having been written in 1949 by Orwell. <br>B: Never heard of it. What is it about? <br>A: Well, it's the definition of dystopia. A society ruled by a privileged, elite party that persecutes individualism and independent thinking, which are regarded as ""thoughtcrimes"". <br>B: That sounds very interesting. I will have to check that out. <br>A: You'll suddenly realize *all* the references we have to it in popular culture. 1984 had the ""Thought Police"" that persecuted the ""thoughtcrimes"" -- and maybe you've heard Cheap Trick's song ""Dream Police""? That's just one example of influence. <br>B: That is very cool. I would love to hear more. <br>","Nineteen Eighty-Four The tyranny is ostensibly overseen by a mysterious leader known as Big Brother, who enjoys an intense cult of personality.",Do you know that Big Brother is the leader of the cult known as the Big Brother?,,,n
1080,GPT2-medium,nucleus,"A: I am allergic to bees, which a closely related to wasps, I can't bear the thought of getting a bee sting. <br>B: Are you allergic to a specific type of bee? <br>A: All bees and wasps, they all terrify me honey bee, african bee, wasps. The western honey beee is the most common bee worldwide so i most look out for them <br>B: What happens if you get stung? <br>A: Well without medical attention I don't make it. I can't even eat honey, because of the pollen that is used as food for the bee larvae. <br>B: Wow.  That sounds terrible.  Do you carry one of those Epipens? <br>","Beekeeping A location where bees are kept is called an apiary or ""bee yard.""",I have a beekeeper. He is a beekeeper and he keeps bees in his apiary.,,,n
800,GPT2-xlarge,beam search,"A: I love to surf! Have you been? <br>B: i have only surfed for a couple of times in my life, Waves suitable for surfing are primarily found in the ocean <br>A: Did you like it? Yes, it's great in many parts of the world! I've surfed in California and South Africa! <br>B: i really enjoyed it but was never too good at it, The term ""surfing"" refers to the act of riding a wave <br>A: Gotcha! It takes lots of practice! There are lots of professional surfers as well! <br>","Surf culture That initial culture directly influenced modern surfing, which began to flourish and evolve in the early 20th century, with its popularity spiking during the 1950s and 1960s (principally in Hawaii, Australia, and California).","that is true, The original culture of surfing was influenced by surfing culture",,,n
98,GPT2-small,DBS,"A: Hi! I really love fried chicken. <br>B: I do too! It's especially best in the south, since they're the ones that made the dish itself. <br>A: I agree. I must say though I don't like to cook it myself because it makes a big mess. <br>B: Yeah I agree, even though its delicious the breading and frying it adds a crisp coating but makes quite the mess of grease splatter. <br>A: I would love to find a recipe to bake the chicken so it still is as good as fried. Have you ever heard of a good recipe for that? <br>","Fried chicken Prior to the Second World War, fried chicken was often very expensive and was only enjoyed on special occasions.","I haven't, but I do know that prior to the second world war, it was usually very expensive.",,,n
800,GPT2-medium,beam search,"A: I love to surf! Have you been? <br>B: i have only surfed for a couple of times in my life, Waves suitable for surfing are primarily found in the ocean <br>A: Did you like it? Yes, it's great in many parts of the world! I've surfed in California and South Africa! <br>B: i really enjoyed it but was never too good at it, The term ""surfing"" refers to the act of riding a wave <br>A: Gotcha! It takes lots of practice! There are lots of professional surfers as well! <br>","Surf culture That initial culture directly influenced modern surfing, which began to flourish and evolve in the early 20th century, with its popularity spiking during the 1950s and 1960s (principally in Hawaii, Australia, and California).",surf culture started in the 50s and 60s,,,n
555,GPT2-xlarge,nucleus,"A: Do you know a lot about the NBA or other athletes? <br>B: Yes! I love the NBA, I'm a big Dwyane Wade fan. What about you? <br>A: That's so cool I am too. I'm a huge Heat fan. I wish we did better this playoffs! <br>B: Yea the Miami Heat did not do very well...it has all gone downhill since LeBron left <br>A: LeBron should have stayed in Miami with D wade. That made me unhappy. He is a great player. <br>","LeBron James LeBron Raymone James (; born December 30, 1984) is an American professional basketball player for the Cleveland Cavaliers of the National Basketball Association (NBA).","I like the Cavaliers, LeBron James is my favorite player.",,,n
407,GPT2-large,DBS,"A: Do you like the flavor vanilla? It's my favorite ice cream flavor. It comes from a Mexican plant species. <br>B: Yes!  Vanilla gets a bad reputation as being a ""bland"" and ""boring"" flavor, but it's the basis for a lot of other flavors and mix-ins. <br>A: Yes, absolutely. It's a very subtle flavor that is rich at the same time, if that makes sense. The word vanilla comes from Spanish ""vaina"" which means ""little pod"". <br>B: Yeah that little pod contains the black seeds that contain all the flavor.  Alton Brown showed me on his show how to extract vanilla from the pod. <br>A: Apparently that is done by macerating and percolating the vanilla pods. You put it in a solution of water and ethanol. <br>B: Such an intense process, right!  Just so people can dismiss the flavor as ""boring.""  Anyway, have you ever tried vanilla in couscous?  It's usually used in ice cream, but vanilla can make an interesting desert couscous. <br>","Couscous Couscous ( ' ; ') is a Maghrebi dish of small (about 3mm diameter) steamed balls of crushed durum wheat semolina, usually served with a stew spooned on top.","I haven't tried it, but it sounds interesting. It sounds like it would be good with some stew.",,,n
1894,GPT2-medium,beam search,"A: Hey! How familiar are you with Kurt Cobain? <br>B: Yeah, he was from Washington, where he formed the band Nirvana. Are you a fan? <br>A: I've heard a few of his songs but not a huge know it all about anything of his <br>B: Nevermind was their first album with their drummer Dave Grohl. Do you know him from the Foo Fighters? <br>A: I do not. I think I've maybe heard one song by them <br>","Grunge Grunge (sometimes referred to as the Seattle sound) is a subgenre of alternative rock and a subculture that emerged during the in the Pacific Northwest U.S. state of Washington, particularly in Seattle and nearby towns.",Do you like grunge rock?,,,n
520,GPT2-small,beam search,"A: I love steak, especially grilled or pan-fried! <br>B: I eat a steak once a week. <br>A: have you ever had a fish steak, ground meat steak or pork steak? <br>B: I have had pork steak. <br>A: How do you usually make them, do you broil or pan fry them? <br>B: I always fan fry them. <br>","Pan frying Because of the partial coverage, the food is typically flipped at least once to ensure that both sides are cooked.",Do you pan fry the meat or do you fry the fish?,,,n
379,GPT2-medium,beam search,"A: I am dying to go on vacay to New York City, its the most populous city in the US <br>B: I have never been.  What do you recommend I do if I visit? <br>A: Go see the headquarters of the United Nations for sure <br>B: Wow!  That would be amazing to see!  Do you actually get to see delegates? <br>A: I am not sure but can you believe one city has 23.7 million residents? <br>B: l would never have guessed that many!  Aren't there a lot of good plays to see there? <br>","New York City A global power city, New York City has been described as the cultural, financial, and media capital of the world, and exerts a significant impact upon commerce, entertainment, research, technology, education, politics, and sports.","Yes, it is the financial, media, and cultural capital of all the world",,,n
1538,GPT2-small,nucleus,A: do you like popcorn? <br>B: Love it.  Especially sweet popcorn.  Aparently some strains of corn are actually cultivated specially as popping corns. <br>A: yup. that sounds good and the popping sound will be amazing to hear <br>B: I agree with you.  Experts have found that the popping of the kernels happened by people as far back as the early 19th Century! So it not just a modern day food. <br>A: yes i do agree with you.popcorn is much better than nachos. what do you say? <br>,"Nachos The dish consists of tortilla chips (or ""totopos"") covered with cheese or cheese-based sauce, and is often served as a snack.",Nachos are a snack that consists of tortilla chips covered with cheese or cheese-based sauce.,,,n
1090,GPT2-xlarge,DBS,"A: John Ray Grisham Jr. is an American bestselling writer, attorney, politician, <br>B: Yes I think I have read some of his books - is he a crime writer? <br>A: Interestingly,his books has been translated into 42 languages and published worldwide. <br>B: Really? He must be worth a fortune. Have you read any? <br>A: I've read his first novel, ""A Time to Kill,"" was published in June 1989 <br>B: Do you know how many books John Grisham has written? <br>","John Grisham A Galaxy British Book Awards winner, Grisham is one of only three authors to sell 2 million copies on a first printing.","He is a British book award winner, he has sold over two million copies",,,n
1607,GPT2-large,beam search,"A: Winter is the coldest season of the year in polar and temperate zones <br>B: I live in a frequently-cold climate, so I am experienced with the cold.  Are you? <br>A: I try to adapt to the vagaries of the weather. is caused by the axis of the Earth in that hemisphere being oriented away from the Sun. <br>B: In my area, they say ""If you don't like the weather, just wait ten minutes.""  So adaptation to vagarities is the norm. <br>A: More so,many regions, winter is associated with snow and freezing temperatures. <br>B: Yes, in my area winter has a lot of snow and freezing temperatures.  Do you have a cold winter where you are? <br>","Climate of the Arctic The climate of the Arctic is characterized by long, cold winters and short, cool summers.","Yes, the winters are long and cold.",,,n
1731,GPT2-small,DBS,"A: I've never heard of dylan's candy bar have you? <br>B: Yes, Dylan's Candy Bar is a chain of candy stores In several major cities <br>A: and what is it made of though? <br>B: Its not a candy bar that is the name of a chain of candy stores owned by Dylan Lauren, Ralph Laurens daughter <br>A: oh okay I'm sorry!! I misread. How many cities is it in? <br>","Dylan's Candy Bar Dylan's Candy Bar is a chain of boutique candy shops and candy supplier currently located in New York City; East Hampton, New York; Los Angeles, Chicago and Miami Beach, as well as in wholesale venues around the globe.","I am not sure, but it is located in NYC",,,n
1053,GPT2-xlarge,DBS,"A: Hot Dogs are my favorite food! <br>B: I like them too. Do you like corn dogs? <br>A: I've never had one.  What are they? <br>B: Basically small hot dogs on a stick with breading. What do you like on your hot dogs? <br>A: I love mustard and relish! <br>B: Yuck, not a relish fan. I like ketchup, mustard, and mayo. <br>","Relish A relish is a cooked and pickled product made of chopped vegetables, fruits or herbs, and is a food item typically used as a condiment, in particular to enhance a staple.",I'm not a fan of relishes.  I don't like pickled vegetables.,,,n
555,GPT2-small,beam search,"A: Do you know a lot about the NBA or other athletes? <br>B: Yes! I love the NBA, I'm a big Dwyane Wade fan. What about you? <br>A: That's so cool I am too. I'm a huge Heat fan. I wish we did better this playoffs! <br>B: Yea the Miami Heat did not do very well...it has all gone downhill since LeBron left <br>A: LeBron should have stayed in Miami with D wade. That made me unhappy. He is a great player. <br>","LeBron James LeBron Raymone James (; born December 30, 1984) is an American professional basketball player for the Cleveland Cavaliers of the National Basketball Association (NBA).",He is! He was born in 1984 and is an NBA player.,,,n
26,GPT2-xlarge,beam search,"A: Have you heard of Peyton Manning? He's my favourite NFL player. <br>B: I have but just casually, this is because I am not a fan of the NFL. I prefer Soccer but tell me more <br>A: He played 18 seasons in the NFL, mainly with the Indianapolis Colts! <br>B: Nice. 18 is quite impressive, it means he has been with Indianapolis Colts for quite a while <br>A: Yes. Although he had to miss the 2011 season as he had neck curgery. He left the Colts after this and signed with the Broncos. <br>B: oh wow!, those injuries happen once in a while. How's he doing in Broncos <br>",Peyton Manning He is the second son of former NFL quarterback Archie Manning and older brother of New York Giants quarterback Eli Manning.,He's doing great! He's the 2nd son of Archie and Eli.,,,n
614,GPT2-large,beam search,"A: I am in a marching band <br>B: That's awesome, I'd like to be enlightened more about what a marching band is <br>A: Well, essentially, a marching band is a group of musicians play instruments for entertainment (usually marching). It gets the crows wild <br>B: Did the style have anything to do with military or christianity? <br>A: Yes! They come from a military background and most marching bands wear uniforms with their school or organization's colors/symbols. Representatives, you could say <br>B: Awesome, when did marching bands start? <br>", ,"I'm not sure, but they have been around for a long time!",,,n
29,GPT2-xlarge,DBS,"A: I have over 2000 autographs. <br>B: Really? Well, I know I wouldn't mind some autographs from famous celebrities. That's cool! <br>A: Autograph <br>B: You are a philography, which is the name for someone that enjoys collecting autographs, as you apparently do! <br>A: Yes, I have pretty much every movie stars autograph. <br>","Autograph What might be considered the oldest ""autograph"" is a Sumerian clay table from about 3100 BC which includes the name of the scribe Gar.Ama.",What is the oldest known autograph?,,,n
481,GPT2-small,DBS,"A: I love Del Taco.  It's an American style Mexican fast food. <br>B: Yes, they're pretty good.  Do they have a senior menu? <br>A: Del Taco has no senior menu but they often has coupons. You can go through drive-through windows if you are in a hurry. <br>B: What do they offer up for breakfast? <br>A: Same menu all day:  burgers, fries, and shakes. <br>B: Really, they have burgers?  What kinds? <br>","Burger King products When the predecessor of international fast food restaurant chain Burger King (BK) first opened in 1953, its menu predominantly consisted of hamburgers, French fries, soft drinks, milkshakes, and desserts.","I'm not sure, but I do know that Burger King was founded in 1953. They have a lot of fast food options.",,,n
1894,GPT2-medium,DBS,"A: Hey! How familiar are you with Kurt Cobain? <br>B: Yeah, he was from Washington, where he formed the band Nirvana. Are you a fan? <br>A: I've heard a few of his songs but not a huge know it all about anything of his <br>B: Nevermind was their first album with their drummer Dave Grohl. Do you know him from the Foo Fighters? <br>A: I do not. I think I've maybe heard one song by them <br>","Grunge Grunge (sometimes referred to as the Seattle sound) is a subgenre of alternative rock and a subculture that emerged during the in the Pacific Northwest U.S. state of Washington, particularly in Seattle and nearby towns.",Do you like grunge rock?,,,n
477,GPT2-medium,nucleus,"A: Have you ever met a lesbian? I know several and they are very nice. <br>B: Oh my goodness, I'm excited about this topic, I am a lesbian! I am married to a woman. <br>A: That is awesome. I am glad you were able to marry your wife. Lesbians and gays are persecuted in many places. <br>B: It's true- throughout history lesbians have had to keep their sexuality to themselves. I'm glad that has changed. <br>A: Are you a parent or do you want to stay child-free? <br>",Lesbian A lesbian is a homosexual woman who is romantically or sexually attracted to other women.,"I'm not sure. I'm not very interested in having children, I would prefer to be a homosexual woman, so I can be sexually attracted to other women.",,,n
1538,GPT2-small,DBS,A: do you like popcorn? <br>B: Love it.  Especially sweet popcorn.  Aparently some strains of corn are actually cultivated specially as popping corns. <br>A: yup. that sounds good and the popping sound will be amazing to hear <br>B: I agree with you.  Experts have found that the popping of the kernels happened by people as far back as the early 19th Century! So it not just a modern day food. <br>A: yes i do agree with you.popcorn is much better than nachos. what do you say? <br>,"Nachos The dish consists of tortilla chips (or ""totopos"") covered with cheese or cheese-based sauce, and is often served as a snack.","I'm not sure what you mean by that, but I do know that the dish is made of tortillas and cheese based sauce.",,,n
885,GPT2-medium,beam search,"A: I love my pet parrot.  He is so funny to talk to. <br>B: I love them as much too. There are roughly 393 species in 92 genera <br>A: 393 species?!?!?!?!?  Can they all learn to talk? <br>B: yes, they are in 3 catergories, the true"" parrots, cockatoos and lastly New Zealand parrots <br>A: That's interesting.  I just love the way they can speak.  It makes them a little bit more personal than other pets. <br>","Parrot Parrots have a generally pantropical distribution with several species inhabiting temperate regions in the Southern Hemisphere, as well.",yes they have a general distribution in the southern hemisphere,,,n
477,GPT2-small,beam search,"A: Have you ever met a lesbian? I know several and they are very nice. <br>B: Oh my goodness, I'm excited about this topic, I am a lesbian! I am married to a woman. <br>A: That is awesome. I am glad you were able to marry your wife. Lesbians and gays are persecuted in many places. <br>B: It's true- throughout history lesbians have had to keep their sexuality to themselves. I'm glad that has changed. <br>A: Are you a parent or do you want to stay child-free? <br>",Lesbian A lesbian is a homosexual woman who is romantically or sexually attracted to other women.,"I am not a parent, but I do want to be a parent to my daughter. She is a lesbian.",,,n
1879,GPT2-medium,nucleus,"A: You know how to make coffee better? make it irish. <br>B: To make Irish coffee you just add whiskey, its really good, have you tried it? <br>A: I have, I thought I came up with it, turns out; I just have a drinking problem. <br>B: Well it depends on how much whisky you pour lol, I like my Irish coffee strong. <br>A: Did the irish really come up with Irish Coffee? <br>","Irish coffee Different variations of coffee cocktails pre-date the now-classic Irish coffee by at least 100 years, before Joe Sheridan, a head chef at the restaurant and coffee shop in the Foynes Airbase Flying boat terminal building, County Limerick played his part in 1942 or 1943 after a group of American passengers disembarked from a several-hour failed Atlantic crossing due to bad weather conditions on a Pan Am Clipper flying boat.","I'm not sure, but there are many variations that have been around for 100 years.",,,n
1894,GPT2-large,DBS,"A: Hey! How familiar are you with Kurt Cobain? <br>B: Yeah, he was from Washington, where he formed the band Nirvana. Are you a fan? <br>A: I've heard a few of his songs but not a huge know it all about anything of his <br>B: Nevermind was their first album with their drummer Dave Grohl. Do you know him from the Foo Fighters? <br>A: I do not. I think I've maybe heard one song by them <br>","Grunge Grunge (sometimes referred to as the Seattle sound) is a subgenre of alternative rock and a subculture that emerged during the in the Pacific Northwest U.S. state of Washington, particularly in Seattle and nearby towns.",Do you like grunge music?,,,n
885,GPT2-small,beam search,"A: I love my pet parrot.  He is so funny to talk to. <br>B: I love them as much too. There are roughly 393 species in 92 genera <br>A: 393 species?!?!?!?!?  Can they all learn to talk? <br>B: yes, they are in 3 catergories, the true"" parrots, cockatoos and lastly New Zealand parrots <br>A: That's interesting.  I just love the way they can speak.  It makes them a little bit more personal than other pets. <br>","Parrot Parrots have a generally pantropical distribution with several species inhabiting temperate regions in the Southern Hemisphere, as well.","Yes, parrots can also be found in temperate areas",,,n
61,GPT2-large,beam search,"A: I love to go travelling! It's my favorite! <br>B: trvaeling is very fun be it by bicycles, trians, cars, and planes or boats buses, or automobiles <br>A: I prefer to travel by car, but I'll fly if necessary. <br>B: Yep trvaeling for short stays before moving to a new place can be fun <br>A: Hotels are okay but if it's an extended stay I do an Airbnb. <br>","Airbnb Airbnb is an American company which hosts an online marketplace and hospitality service, for people to lease or rent short-term lodging including vacation rentals, apartment rentals, homestays, hostel beds, or hotel rooms.",Airbnb is a great place to rent a place to stay,,,n
857,GPT2-xlarge,beam search,"A: I love to swim its a great form of exercise or even just recreation <br>B: I actually never learned to swim! <br>A: Humans can actually hold their breath underwater and swim with basic moves within weeks of birth <br>B: I didn't know that! So, theoretically, babies can swim? <br>A: yep it's just born response that we lose if not practiced I guess.  Swimming is actually among the top public  activities <br>B: I didn't know that either! It's not surprising though, so many people love the beach and pool. <br>","Swimming On average, the body has a relative density of 0.98 compared to water, which causes the body to float.",The body actually has a density of.98 which makes it float,,,n
438,GPT2-medium,DBS,"A: Hello, I live in Chicago. It has 9.5 million people in it, making it the third largest city in the US <br>B: i live in N.J. <br>A: Chicago is famous for its architecture. It's considered to be a very important global business center. <br>B: i never been there <br>A: Would you like to visit? If architechture doesn't interest you, there are many museums, restaurants, and other things to see. <br>B: i grew up in n.y. so i'm familiar with all that <br>", ,Have you ever been to New York City?,,,n
1315,GPT2-medium,nucleus,"A: Do you like to online shop?  Do you do it a lot? <br>B: Yes I love being able to view an entire range of products easily <br>A: Same, and I like that people have not tried on the clothes before you <br>B: Yeah, I like that you just have to have a web browser <br>A: It can get expensive though, I try not to shop too often. <br>",Google Chrome Google Chrome is a freeware web browser developed by Google.,"Yeah, I prefer Google Chrome for online shopping",,,n
1736,GPT2-small,nucleus,"A: I am glad I dont have any medical bills, but I know someone who has thousands of dollars worth of them <br>B: Well that's why health insurance is important. <br>A: But doesn't health insurance only cover so much, or is there insurance out there that covers it all <br>B: Well it's normally a small fraction versus the whole bill. <br>A: I see, I wonder how much debt most people are in due to medical bills <br>","Medical billing For several decades, medical billing was done almost entirely on paper.",Some people are even allowed to file for bankruptcy.,,,n
1607,GPT2-xlarge,nucleus,"A: Winter is the coldest season of the year in polar and temperate zones <br>B: I live in a frequently-cold climate, so I am experienced with the cold.  Are you? <br>A: I try to adapt to the vagaries of the weather. is caused by the axis of the Earth in that hemisphere being oriented away from the Sun. <br>B: In my area, they say ""If you don't like the weather, just wait ten minutes.""  So adaptation to vagarities is the norm. <br>A: More so,many regions, winter is associated with snow and freezing temperatures. <br>B: Yes, in my area winter has a lot of snow and freezing temperatures.  Do you have a cold winter where you are? <br>","Climate of the Arctic The climate of the Arctic is characterized by long, cold winters and short, cool summers.","Yes, I have a very cold winter. I live in an area where the climate is characterized by long, cold winters and short, cool summers.",,,n
1074,GPT2-small,nucleus,"A: Hi there! I'm an accountant - what do you do? <br>B: I'm an engineer, but I know some about accounting myself, like how modern accounting was established in 1494. <br>A: Yes, an old and noble profession, haha! What kind of engineering do you do? <br>B: I'm into computer engineering, so anything hardware and software related really. Also I know that ""accounting"" and ""financial reporting"" are used as synonyms, but are they any different? <br>A: Not really, although it depends who you ask sometimes. <br>","Accounting Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.","I think accounting is a different field - I'm not really a financial analyst, but I know accounting is a lot more complicated.",,,n
923,GPT2-large,DBS,"A: Italian americans are very cultured. <br>B: I absolutely loved watching the Mtv Series Jersey Shore i felt that it portrayed lots of culture regarding Italian Americans. <br>A: I loved the show as well who was your favorite? <br>B: Out of the 8 housemates that spent thier summer at the Jersey Shore I would say DJ Pauly D was by far my favorite. <br>A: Pauly was a good guy, snooki was my favorite. <br>", ,"Yes, Snooki is the best.",,,n
1140,GPT2-large,DBS,A: I drink protein powder with nothing but water. Before powders athletes in Greece ate meat and drank wine. <br>B: Oh that's cool. Did they do anything else interesting? <br>A: A lot of herbal concoctions were used to help with strength and stamina. <br>B: Were there any other herbal uses? <br>A: I'm not really sure. Bodybuilding has been around for a long time. Eugen Sandow was the first in the West. <br>B: Cool! Anything else you can tell me about Eugen Sandow? <br>,"Eugen Sandow He left Prussia in 1885 to avoid military service and traveled throughout Europe, becoming a circus athlete and adopting Eugen Sandow as his stage name.",He traveled around Europe and became an athlete.,,,n
960,GPT2-xlarge,nucleus,"A: I like Vietnamese cuisine, particularly Pho and Banh Mi which are popular in America. What about you? <br>B: I like it as well, vietamese cusine ecompasses the foods and beverages of vietnam <br>A: What are some other examples of vietnamese cuisine? <br>B: Another example or fact is that each dish has a distincitve flavor which reflects one or more elements <br>A: Cool, do you know what other cuisines influenced Vietnamese cuisine? <br>","Vietnamese cuisine Common ingredients include fish sauce, shrimp paste, soy sauce, rice, fresh herbs, fruit and vegetables.","I believe the ingredients include fish sauce, shrimp paste, soy sauce, rice, fresh herbs, fruit and vegetables",,,n
1605,GPT2-large,DBS,"A: Hello. I'm involved in an on-again, off-again relationship, and I don't think my girlfriend understands. <br>B: Do you think the inabity to keep the relationship going is due to factors insided the relationship or some external factor beyond your control? <br>A: I'm not sure. What do you think is usually the case in relationships like this? <br>B: Could be ither, really because reasons why relationships like yours for can be complex. <br>A: Indeed, that's true. What steps do you think we can take to improve the relationship? <br>",Interpersonal communication Interpersonal communication is an exchange of information between two or more people.,You can try to exchange information between you.,,,n
1552,GPT2-large,nucleus,A: Do you enjoy watching cheerleading? <br>B: yes i do because it is an event where cheer cheerleaders cheer  for their team as a form of encouragement. <br>A: Cheerleaders have to be pretty good athletes themselves. Many of them do all kinds of stunts! <br>B: Yes the activities can be chanting of  slogans to intense physical activity. <br>A: There are all sorts of national competitions for cheerleading as well. It has really changed a lot since I was a cheerleader years ago! <br>,"Cheerleading It can be performed to motivate sports teams, entertain the audience, or for competition.","Yes the cheerleaders can perform for their team, entertain the audience and even compete!",,,n
1028,GPT2-large,nucleus,A: I really like bowling but I have not done it in awhile. Has anything changed about it? <br>B: Bowling is one of major throwing sports. It has not changed <br>A: That's cool! So I can just get started again. :) Do you know much about bowling? <br>B: I am knowledgeable. In bowling your target is to knock all pins in the lane. <br>A: Oh yeah? What happens if you don't hit any pins? <br>,"Bowling The maximum score is 300, which is achieved by getting 12 strikes in a row.",You can get a score of 300 and get 12 strikes in a row.,,,n
407,GPT2-small,beam search,"A: Do you like the flavor vanilla? It's my favorite ice cream flavor. It comes from a Mexican plant species. <br>B: Yes!  Vanilla gets a bad reputation as being a ""bland"" and ""boring"" flavor, but it's the basis for a lot of other flavors and mix-ins. <br>A: Yes, absolutely. It's a very subtle flavor that is rich at the same time, if that makes sense. The word vanilla comes from Spanish ""vaina"" which means ""little pod"". <br>B: Yeah that little pod contains the black seeds that contain all the flavor.  Alton Brown showed me on his show how to extract vanilla from the pod. <br>A: Apparently that is done by macerating and percolating the vanilla pods. You put it in a solution of water and ethanol. <br>B: Such an intense process, right!  Just so people can dismiss the flavor as ""boring.""  Anyway, have you ever tried vanilla in couscous?  It's usually used in ice cream, but vanilla can make an interesting desert couscous. <br>","Couscous Couscous ( ' ; ') is a Maghrebi dish of small (about 3mm diameter) steamed balls of crushed durum wheat semolina, usually served with a stew spooned on top.","I have never tried vanilla, but I do know that it is a very tasty dish.  It is made with a mixture of rice, beans, flour, salt, and pepper.",,,n
477,GPT2-xlarge,DBS,"A: Have you ever met a lesbian? I know several and they are very nice. <br>B: Oh my goodness, I'm excited about this topic, I am a lesbian! I am married to a woman. <br>A: That is awesome. I am glad you were able to marry your wife. Lesbians and gays are persecuted in many places. <br>B: It's true- throughout history lesbians have had to keep their sexuality to themselves. I'm glad that has changed. <br>A: Are you a parent or do you want to stay child-free? <br>",Lesbian A lesbian is a homosexual woman who is romantically or sexually attracted to other women.,"I am not a parent, but I do not want to be a lesbian. I don't think I could be attracted to another woman.",,,n
1315,GPT2-large,nucleus,"A: Do you like to online shop?  Do you do it a lot? <br>B: Yes I love being able to view an entire range of products easily <br>A: Same, and I like that people have not tried on the clothes before you <br>B: Yeah, I like that you just have to have a web browser <br>A: It can get expensive though, I try not to shop too often. <br>",Google Chrome Google Chrome is a freeware web browser developed by Google.,"Yeah, I like Google Chrome though. It is a free web browser.",,,n
1431,GPT2-medium,nucleus,"A: i think skiing is for rich people <br>B: Same here, I've never tried skiing whether it was for recreation or for transport. <br>A: yeah the equipment is too expensive, even if you rent <br>B: Exactly. That's why I just stick to watching competitive skiing occasionally. <br>A: that's cool do you have any favorite skiers? <br>",Skiing Skiing has a history of almost five millennia.,I don't really have any favorites. I've always wanted to go skiing with my family.,,,n
555,GPT2-small,nucleus,"A: Do you know a lot about the NBA or other athletes? <br>B: Yes! I love the NBA, I'm a big Dwyane Wade fan. What about you? <br>A: That's so cool I am too. I'm a huge Heat fan. I wish we did better this playoffs! <br>B: Yea the Miami Heat did not do very well...it has all gone downhill since LeBron left <br>A: LeBron should have stayed in Miami with D wade. That made me unhappy. He is a great player. <br>","LeBron James LeBron Raymone James (; born December 30, 1984) is an American professional basketball player for the Cleveland Cavaliers of the National Basketball Association (NBA).",I agree! He was born in 1984!,,,n
1431,GPT2-small,beam search,"A: i think skiing is for rich people <br>B: Same here, I've never tried skiing whether it was for recreation or for transport. <br>A: yeah the equipment is too expensive, even if you rent <br>B: Exactly. That's why I just stick to watching competitive skiing occasionally. <br>A: that's cool do you have any favorite skiers? <br>",Skiing Skiing has a history of almost five millennia.,"I don't really have a favorite, but I do know that skiing has been around for a long time.",,,n
520,GPT2-xlarge,DBS,"A: I love steak, especially grilled or pan-fried! <br>B: I eat a steak once a week. <br>A: have you ever had a fish steak, ground meat steak or pork steak? <br>B: I have had pork steak. <br>A: How do you usually make them, do you broil or pan fry them? <br>B: I always fan fry them. <br>","Pan frying Because of the partial coverage, the food is typically flipped at least once to ensure that both sides are cooked.",Do you ever flip them?,,,n
591,GPT2-medium,DBS,"A: Don't you love pizza delivery, when a pizzeria or pizza chain delivers a pizza straight to a customers door? <br>B: I do love pizza delivery! So convenient! <br>A: I agree, its great having a delicious Italian dish delivered within an hour, steam coming out of the box <br>B: It is perfect for last minute when you don't know what to make. <br>A: Ordering over the internet too from the comfort of your desk, and easily being able to choose topings and sides easily is also another thing I absolutely love about pizza delivery <br>B: Yes that is a perk too. You can also use an app and create and order the pizza from your phone. <br>","Pizza delivery Specialized computer software for the pizza delivery business helps determine the most efficient routes for carriers, track exact order and delivery times, manage calls and orders with PoS software, and other functions.",I love the fact that you can use specialized software to track exact delivery times and track your order,,,n
1315,GPT2-large,DBS,"A: Do you like to online shop?  Do you do it a lot? <br>B: Yes I love being able to view an entire range of products easily <br>A: Same, and I like that people have not tried on the clothes before you <br>B: Yeah, I like that you just have to have a web browser <br>A: It can get expensive though, I try not to shop too often. <br>",Google Chrome Google Chrome is a freeware web browser developed by Google.,I like Google Chrome because it is free,,,n
491,GPT2-small,beam search,"A: hello I do love Agatha Christie novels <br>B: Me too. I like Hercule Poirot ones the best. <br>A: yes, Poirot is a great character, i do love it when he gets going <br>B: What's your favorite novel? Mine is The Big Four. <br>A: obvious choice is  Murder on the Orient Express, but i do enjoy her lesser known ones <br>","Murder on the Orient Express (2017 film) Murder on the Orient Express is a 2017 American mystery drama film directed by Kenneth Branagh, with a screenplay by Michael Green, based on the 1934 novel of the same name by Agatha Christie.",It's a great mystery drama.,,,n
189,GPT2-large,nucleus,"A: Skunks are mmmals that are categorized in the Mephitidae family. <br>B: Ew, I'm not a fan of skunks! Why are those beasts so smelly and nasty? <br>A: THey are known to spray a stinky liquid that has a stinky smell. <br>B: Right! It is absolutely disgusting! Do you know why it smells so bad? There's no other animal that does that! <br>A: The skunk is historically used as an insult started 1841. <br>B: Dang, even people back in the olden days had to put up with skunks. Do you know where they typically live at? <br>",Skunk Skunk cabbage is attested from 1751; earlier skunkweed (1738).,I am not sure but the skunk cabbage is attested from 1751.,,,n
