conv_index,dial_index,model_type,decoding,context,knowledge,response,Avg Factual Correctness,Hallucination,Verifiable
1431,1,GPT2-medium,nucleus,"A: i think skiing is for rich people <br>B: Same here, I've never tried skiing whether it was for recreation or for transport. <br>A: yeah the equipment is too expensive, even if you rent <br>B: Exactly. That's why I just stick to watching competitive skiing occasionally. <br>A: that's cool do you have any favorite skiers? <br>",The exact age and duration of the event is uncertain but it is estimated to have occurred around 55.5 million years ago.,"I love all skiers. I'm more into competitive skiing, but I do enjoy watching people get down and dirty.",,,n
386,1,GPT2-xlarge,DBS,"A: React is a JavaScript library that is for building user interfaces. <br>B: That's pretty cool, how long has it been around? <br>A: It was first deployed in 2011 on Facebook's newsfeed. <br>B: Interesting, did Facebook develop it then? <br>A: I don't know about that one. <br>B: Alright, what else can you tell me about React? <br>",PHP code is usually processed by a PHP interpreter implemented as a module in the web server or as a Common Gateway Interface (CGI) executable.,React is a JavaScript library that is used to create user interfaces.,,,n
1448,7,GPT2-small,beam search,"A: i love hot dogs <br>B: Me to fresh off the grill with onions, ketchup and mustard it is delicious how do you like yours? <br>A: the same <br>B: I still like hot dogs even though hot dogs are made from caribou meat in Alaska. <br>A: there's all beef hotdogs <br>","The roast beef sandwich also commonly comprises bread, cold roast beef (either the leftovers from a homemade dinner or deli meat), lettuce, tomatoes, and mustard, although it would not be uncommon to find cheese, horseradish, fresh/powdered chili pepper and even in some cases red onion.",I love all kinds of hot dogs. I like the bread and the cold roast meat.,,,n
1085,1,GPT2-xlarge,beam search,A: I love training dogs to do tricks and to behave well <br>B: That sounds like fun! Do you train dogs as a hobby or are you a professional dog trainer? <br>A: I just train my dogs through classical conditioning <br>B: What methods do you use to train them? I have a dog who needs to be trained! <br>A: Classical condition is forming an association between two stimuli and non-associative is where behavior is modified through habituation.  Also operant where they learn to form an association an action and its consequence <br>B: Oh I understand! I can see how that would be effective! Can you give me any other tips for training my dog? <br>,"Because of the simplicity of tic-tac-toe, it is often used as a pedagogical tool for teaching the concepts of good sportsmanship and the branch of artificial intelligence that deals with the searching of game trees.",Tic-Tac-Toe is a simple game that is used to teach basic sportsmanship.,,,n
578,1,GPT2-xlarge,DBS,"A: man, comic books are such a fun way to pass the time. <br>B: Yeah.  Do you like the new comic books or the retro ones?  I love the old ones myself <br>A: I got to say the real old ones bore me. Some as old as 1830's in europe <br>B: Wow Ive never seen one quite that old! Marvel or DC? <br>A: Neither, the first modern comic was famous funnies in the us <br>B: What is your favorite comic to read now <br>",Is He Dead?,I really like the ones from the 80's and 90's,,,n
893,3,GPT2-small,nucleus,"A: I love to play tennis, what about you? <br>B: Oh yes I love playing tennis and I am a big tennis fan as well. <br>A: Djokovic or Nadal? <br>B: I am a Federer fan for sure over both those guys. Agassi was my favorite and when he retired I learned to love watching Federer. <br>A: What do you think about Murray? <br>B: I think Murray is a great player he just needs to stay healthy in order to compete more. Who do you like best? <br>","The former top elder Abdu Rehman, was also valued by tribes outside Zerok for his ability to resolve complicated issues.",I like him because he was valued by tribes outside Zerok for his ability to resolve complicated issues.,,,n
397,1,GPT2-large,nucleus,"A: I've read a lot of fairy tales in my life, usually ones with dragons and unicorns.  Have you read many fairy tales? <br>B: Oh yes fairy tales were a staple growing up.  My favorites were Cinderella and Rapunzel. <br>A: Have you ever seen the movie Into the Woods?  It takes a lot from the Rapunzel and Cinderella stories, and is a pretty good musical. <br>B: I have not seen it but I do enjoy musicals.  Wicked is one of my favorites, based on the Wizard of Oz. <br>A: I loved Wicked!  It's one of my favorite musicals too.  I also went and read the Gregory Maguire book it was based on, have you read that? <br>B: I have read all of the Gregory Maguire books and the entire Wicked collection.  He really puts a creative spin on the classic fairy tales we were told as children. <br>","In the first book, he never spoke, although other animals, native to Oz, did.","That's really great.  I'm glad I was able to read the book and then watch the show, it's just so funny!",,,n
578,0,GPT2-small,nucleus,"A: man, comic books are such a fun way to pass the time. <br>B: Yeah.  Do you like the new comic books or the retro ones?  I love the old ones myself <br>A: I got to say the real old ones bore me. Some as old as 1830's in europe <br>B: Wow Ive never seen one quite that old! Marvel or DC? <br>A: Neither, the first modern comic was famous funnies in the us <br>B: What is your favorite comic to read now <br>",Is He Dead?,I like Spider-Man.  Do you like any of the old ones?,,,n
1085,7,GPT2-small,beam search,A: I love training dogs to do tricks and to behave well <br>B: That sounds like fun! Do you train dogs as a hobby or are you a professional dog trainer? <br>A: I just train my dogs through classical conditioning <br>B: What methods do you use to train them? I have a dog who needs to be trained! <br>A: Classical condition is forming an association between two stimuli and non-associative is where behavior is modified through habituation.  Also operant where they learn to form an association an action and its consequence <br>B: Oh I understand! I can see how that would be effective! Can you give me any other tips for training my dog? <br>,"Because of the simplicity of tic-tac-toe, it is often used as a pedagogical tool for teaching the concepts of good sportsmanship and the branch of artificial intelligence that deals with the searching of game trees.",You can use tic tac toe to teach the concept of good sportmanship and artificial intelligence,,,n
1888,9,GPT2-small,beam search,"A: Online shopping is the better experience to choose the the product on our desire. <br>B: Yes! I much prefer shopping online at home on the Internet rather than fighting crowds in an actual store. <br>A: what did you often purchase? <br>B: Anything and everything! Housewares, clothing, electronics, you name it! I like the convenience of browsing stores on my laptop, tablet computer and smartphone! <br>A: yes, it includes lot of choices <br>","Other notable Amazon services on the phone included X-Ray, used for identifying and finding information about media; Mayday, the 24-hour customer service tool; and Firefly, a tool which automatically recognized text, sounds, and objects, then offering a way to buy recognized items through Amazon's online store.","There are a ton of Amazon services, including X-Rays, X-rays, and Firefly!",,,n
1538,3,GPT2-small,beam search,A: do you like popcorn? <br>B: Love it.  Especially sweet popcorn.  Aparently some strains of corn are actually cultivated specially as popping corns. <br>A: yup. that sounds good and the popping sound will be amazing to hear <br>B: I agree with you.  Experts have found that the popping of the kernels happened by people as far back as the early 19th Century! So it not just a modern day food. <br>A: yes i do agree with you.popcorn is much better than nachos. what do you say? <br>,"So, Henry decides to eat as many sweets as he can from his sweet jar, although it is two days before ""Sweet Day"" when he is allowed to eat sweets.","I'm not sure, but I do know that Henry decided to eat a lot of sweets during his sweet day.",,,n
490,1,GPT2-xlarge,DBS,"A: Hello, do you like puzzles? I enjoy crossword puzzles! <br>B: Yes I do. But I never seem to be able to think of all the words. <br>A: Well, you should try the cryptic crosswords. Each word is it's own puzzle. SO FUN! <br>B: Wow tell me more about this puzzle. Sounds interesting! <br>A: What's awesome about cryptic crosswords is they are usually called ""setters"" in the UK. <br>B: Oh I have to know why. I would like to know how to do this puzzle. <br>","Often a list of the hidden words is provided, but more challenging puzzles may let the player figure them out.",You have to figure out what the hidden word is.,,,n
1080,1,GPT2-large,DBS,"A: I am allergic to bees, which a closely related to wasps, I can't bear the thought of getting a bee sting. <br>B: Are you allergic to a specific type of bee? <br>A: All bees and wasps, they all terrify me honey bee, african bee, wasps. The western honey beee is the most common bee worldwide so i most look out for them <br>B: What happens if you get stung? <br>A: Well without medical attention I don't make it. I can't even eat honey, because of the pollen that is used as food for the bee larvae. <br>B: Wow.  That sounds terrible.  Do you carry one of those Epipens? <br>",An apiary (also known as a bee yard) is a location where beehives of honey bees are kept.,He's doing great! He was born in the United States. His father Archie Manning is a retired NFL quarterback.,,,n
1321,1,GPT2-xlarge,nucleus,"A: Green is a color between blue and yellow on the spectrum <br>B: What two colors make green? <br>A: A combination of yellow and blue, or cyan. <br>B: I see. I think it is wonderful how many colors can be made from just the basic colors. <br>A: Its been around since he middles ages as well, it was associated with merchants and bankers. <br>B: Wow. How did the merchants get involved in such an intricate process. <br>","There is often trouble remembering certain events, beyond what would be explained by ordinary forgetfulness.","Yes, and when it comes to remembering things, there is always trouble remembering certain events, beyond what would be explained by ordinary forgetfulness.",,,n
98,1,GPT2-large,nucleus,"A: Hi! I really love fried chicken. <br>B: I do too! It's especially best in the south, since they're the ones that made the dish itself. <br>A: I agree. I must say though I don't like to cook it myself because it makes a big mess. <br>B: Yeah I agree, even though its delicious the breading and frying it adds a crisp coating but makes quite the mess of grease splatter. <br>A: I would love to find a recipe to bake the chicken so it still is as good as fried. Have you ever heard of a good recipe for that? <br>","The Birds continued to serve real custard to dinner guests, until one evening when the egg-free custard was served instead, either by accident or design.","I'm not sure, I just read about the bird custard and I'm not sure if I could make it but I would love to try!",,,n
1028,1,GPT2-xlarge,nucleus,A: I really like bowling but I have not done it in awhile. Has anything changed about it? <br>B: Bowling is one of major throwing sports. It has not changed <br>A: That's cool! So I can just get started again. :) Do you know much about bowling? <br>B: I am knowledgeable. In bowling your target is to knock all pins in the lane. <br>A: Oh yeah? What happens if you don't hit any pins? <br>,A pitch that misses the strike zone is called a ball (only if batter doesn't swing).,It is called a ball and you miss the strike zone.,,,n
1736,7,GPT2-small,nucleus,"A: I am glad I dont have any medical bills, but I know someone who has thousands of dollars worth of them <br>B: Well that's why health insurance is important. <br>A: But doesn't health insurance only cover so much, or is there insurance out there that covers it all <br>B: Well it's normally a small fraction versus the whole bill. <br>A: I see, I wonder how much debt most people are in due to medical bills <br>","Prior to this time, the Army relied on muster rolls as a means of indexing enlisted service members while officers were usually listed on yearly rolls maintained by the United States War Department.","Well, prior to this time, the Army relied on muster rolls as a means of indexing enlisted service members.",,,n
1736,1,GPT2-large,DBS,"A: I am glad I dont have any medical bills, but I know someone who has thousands of dollars worth of them <br>B: Well that's why health insurance is important. <br>A: But doesn't health insurance only cover so much, or is there insurance out there that covers it all <br>B: Well it's normally a small fraction versus the whole bill. <br>A: I see, I wonder how much debt most people are in due to medical bills <br>","Prior to this time, the Army relied on muster rolls as a means of indexing enlisted service members while officers were usually listed on yearly rolls maintained by the United States War Department.","I'm not sure, but the Army used to rely on a system of muster rolls.",,,n
555,1,GPT2-large,beam search,"A: Do you know a lot about the NBA or other athletes? <br>B: Yes! I love the NBA, I'm a big Dwyane Wade fan. What about you? <br>A: That's so cool I am too. I'm a huge Heat fan. I wish we did better this playoffs! <br>B: Yea the Miami Heat did not do very well...it has all gone downhill since LeBron left <br>A: LeBron should have stayed in Miami with D wade. That made me unhappy. He is a great player. <br>",Heat forward LeBron James was named the Finals MVP.,LeBron James is the best player in the world right now,,,n
98,1,GPT2-large,DBS,"A: Hi! I really love fried chicken. <br>B: I do too! It's especially best in the south, since they're the ones that made the dish itself. <br>A: I agree. I must say though I don't like to cook it myself because it makes a big mess. <br>B: Yeah I agree, even though its delicious the breading and frying it adds a crisp coating but makes quite the mess of grease splatter. <br>A: I would love to find a recipe to bake the chicken so it still is as good as fried. Have you ever heard of a good recipe for that? <br>","The Birds continued to serve real custard to dinner guests, until one evening when the egg-free custard was served instead, either by accident or design.",I haven't heard of any good recipes but I'd love to try it. I'd also like to try the custard.,,,n
1431,1,GPT2-medium,beam search,"A: i think skiing is for rich people <br>B: Same here, I've never tried skiing whether it was for recreation or for transport. <br>A: yeah the equipment is too expensive, even if you rent <br>B: Exactly. That's why I just stick to watching competitive skiing occasionally. <br>A: that's cool do you have any favorite skiers? <br>",The exact age and duration of the event is uncertain but it is estimated to have occurred around 55.5 million years ago.,"I don't really have a favorite skier, but I do like snowboarding. It's been around for 55 million years.",,,n
477,1,GPT2-medium,nucleus,"A: Have you ever met a lesbian? I know several and they are very nice. <br>B: Oh my goodness, I'm excited about this topic, I am a lesbian! I am married to a woman. <br>A: That is awesome. I am glad you were able to marry your wife. Lesbians and gays are persecuted in many places. <br>B: It's true- throughout history lesbians have had to keep their sexuality to themselves. I'm glad that has changed. <br>A: Are you a parent or do you want to stay child-free? <br>","As stated in episode 2.16 ""Prior Commitments"", his parents never used the word ""gay"" until he told them he was.","I'm not sure, I'm trying to figure it out. I just want to be able to be who I want to be without having to be told I am gay.",,,n
1254,1,GPT2-large,beam search,"A: my favorite color is green <br>B: That is the color between blue and yellow. <br>A: if I recall it is a secondary color since it is made up of two primary colors <br>B: Yes, I also like green cause many creatures have adapted to their environments by turning green themselves. <br>A: i wonder if green is the most common color in nature <br>",The plant is mostly local but is abundant where it is found.,"I'm not sure, but I know that plants are mostly local.",,,n
885,1,GPT2-large,DBS,"A: I love my pet parrot.  He is so funny to talk to. <br>B: I love them as much too. There are roughly 393 species in 92 genera <br>A: 393 species?!?!?!?!?  Can they all learn to talk? <br>B: yes, they are in 3 catergories, the true"" parrots, cockatoos and lastly New Zealand parrots <br>A: That's interesting.  I just love the way they can speak.  It makes them a little bit more personal than other pets. <br>","Much of the climate is tropical, with the south being relatively temperate.","Yes, the south is pretty temperate, but the north is tropical.",,,n
1605,1,GPT2-large,nucleus,"A: Hello. I'm involved in an on-again, off-again relationship, and I don't think my girlfriend understands. <br>B: Do you think the inabity to keep the relationship going is due to factors insided the relationship or some external factor beyond your control? <br>A: I'm not sure. What do you think is usually the case in relationships like this? <br>B: Could be ither, really because reasons why relationships like yours for can be complex. <br>A: Indeed, that's true. What steps do you think we can take to improve the relationship? <br>","Peplau believed that the relationship depended on the interaction of the thoughts, feelings, and actions of each person and that the patient will experience better health when all their specific needs are fully considered in the relationship.","Well, the relationship depends on the interaction of the thoughts, feelings, and actions of each person and that the patient will experience better health when all their specific needs are fully considered in the relationship.",,,n
1894,5,GPT2-small,nucleus,"A: Hey! How familiar are you with Kurt Cobain? <br>B: Yeah, he was from Washington, where he formed the band Nirvana. Are you a fan? <br>A: I've heard a few of his songs but not a huge know it all about anything of his <br>B: Nevermind was their first album with their drummer Dave Grohl. Do you know him from the Foo Fighters? <br>A: I do not. I think I've maybe heard one song by them <br>",MTV Unplugged in New York is a live album by American grunge band Nirvana.,I think Nirvana is their first single.,,,n
887,1,GPT2-large,DBS,"A: I have been learning to speak hindu! <br>B: Wow, do you identify with the local South Asian population? What was your motivation for learning? <br>A: I just have a few friends and want to impress this boy... <br>B: Well interesting! The meaning of the term ""Hindu"" has evolved over time. How fluent are you? <br>A: I have only just started a few weeks ago, Are you fluent? <br>","This Hindu Personal Law or modern Hindu law is an extension of the Anglo-Hindu Law developed during the British colonial period in India, which is in turn related to the less well-defined tradition of Classical Hindu Law.","Yes, I am fluent in the modern form of Hindu law.",,,n
26,0,GPT2-small,beam search,"A: Have you heard of Peyton Manning? He's my favourite NFL player. <br>B: I have but just casually, this is because I am not a fan of the NFL. I prefer Soccer but tell me more <br>A: He played 18 seasons in the NFL, mainly with the Indianapolis Colts! <br>B: Nice. 18 is quite impressive, it means he has been with Indianapolis Colts for quite a while <br>A: Yes. Although he had to miss the 2011 season as he had neck curgery. He left the Colts after this and signed with the Broncos. <br>B: oh wow!, those injuries happen once in a while. How's he doing in Broncos <br>",Manning is the son of former NFL quarterback Archie Manning and the younger brother of former NFL quarterback Peyton Manning.,He's doing,,,n
1603,1,GPT2-xlarge,beam search,"A: Blue and yellow are beautiful colours but green is amazing, it's a mix of both! <br>B: Green is actually my favorite color! <br>A: I tend to change my favourite colours. Gendar, age and culture are a big influence on how people perceive colours. <br>B: Yeah that makes a lot of sense, when I was younger my favorite color was different. <br>A: Pink got the name from the flowers pinks. I'm not a big fan of flowers maybe thats why I am not a big fan of the colour itself. They are plants in the genus ""Dianthus"" <br>B: Interesting, what kind of flowers are they. <br>","The color pink is named after the flowers, pinks, flowering plants in the genus ""Dianthus,"" and derives from the frilled edge of the flowers.",They are a type of flowering plant.,,,n
520,7,GPT2-small,beam search,"A: I love steak, especially grilled or pan-fried! <br>B: I eat a steak once a week. <br>A: have you ever had a fish steak, ground meat steak or pork steak? <br>B: I have had pork steak. <br>A: How do you usually make them, do you broil or pan fry them? <br>B: I always fan fry them. <br>","It is assumed that the bit is ""usually"" transmitted correctly, but that it will be ""flipped"" with a small probability (the ""crossover probability"").",I like to broil them with a little bit of oil.,,,n
520,1,GPT2-large,beam search,"A: I love steak, especially grilled or pan-fried! <br>B: I eat a steak once a week. <br>A: have you ever had a fish steak, ground meat steak or pork steak? <br>B: I have had pork steak. <br>A: How do you usually make them, do you broil or pan fry them? <br>B: I always fan fry them. <br>","It is assumed that the bit is ""usually"" transmitted correctly, but that it will be ""flipped"" with a small probability (the ""crossover probability"").",Do you ever flip them?,,,n
578,1,GPT2-medium,beam search,"A: man, comic books are such a fun way to pass the time. <br>B: Yeah.  Do you like the new comic books or the retro ones?  I love the old ones myself <br>A: I got to say the real old ones bore me. Some as old as 1830's in europe <br>B: Wow Ive never seen one quite that old! Marvel or DC? <br>A: Neither, the first modern comic was famous funnies in the us <br>B: What is your favorite comic to read now <br>",Is He Dead?,"I like to read the new ones, they are better than the old",,,n
923,5,GPT2-small,DBS,"A: Italian americans are very cultured. <br>B: I absolutely loved watching the Mtv Series Jersey Shore i felt that it portrayed lots of culture regarding Italian Americans. <br>A: I loved the show as well who was your favorite? <br>B: Out of the 8 housemates that spent thier summer at the Jersey Shore I would say DJ Pauly D was by far my favorite. <br>A: Pauly was a good guy, snooki was my favorite. <br>","FAVORITE ALL-AROUND FEMALE ENTERTAINER Barbara Mandrell Barbra Streisand  FAVORITE CHILDREN'S TV PROGRAM Sesame Street  FAVORITE FEMALE TV PERFORMER Linda Evans  FAVORITE TV COMEDY PROGRAM Three's Company  FAVORITE MALE PERFORMER IN A NEW TV PROGRAM Mr. T  FAVORITE TV DRAMATIC PROGRAM Hill Street Blues Dynasty  FAVORITE TV MINI-SERIES Thorn Birds  FAVORITE THEME/SONG FROM A MOTION PICTURE ""Flashdance""  FAVORITE YOUNG MOTION PICTURE PERFORMER Brooke Shields  FAVORITE FEMALE PERFORMER IN A NEW TV PROGRAM Madeline Kahn  FAVORITE MOTION PICTURE Return of the Jedi  FAVORITE MOTION PICTURE ACTRESS Meryl Streep  FAVORITE NEW TV COMEDY PROGRAM Webster  FAVORITE COUNTRY MUSIC PERFORMER Kenny Rogers  FAVORITE MOTION PICTURE ACTOR Clint Eastwood Burt Reynolds  FAVORITE NEW TV DRAMATIC PROGRAM Hotel  FAVORITE MUSIC VIDEO ""Thriller""  FAVORITE ALL-AROUND MALE ENTERTAINER Michael Jackson  FAVORITE MALE TV PERFORMER Tom Selleck  FAVORITE OVERALL NEW TV PROGRAM A-Team  FAVORITE YOUNG TV PERFORMER Emmanuel Lewis",One of my favorite things about the show was the fact that it was all female and all-around entertainer.,,,n
29,1,GPT2-large,beam search,"A: I have over 2000 autographs. <br>B: Really? Well, I know I wouldn't mind some autographs from famous celebrities. That's cool! <br>A: Autograph <br>B: You are a philography, which is the name for someone that enjoys collecting autographs, as you apparently do! <br>A: Yes, I have pretty much every movie stars autograph. <br>","What might be considered the oldest ""autograph"" is a Sumerian clay table from about 3100 BC which includes the name of the scribe Gar.Ama.",That's awesome! I wonder what the oldest autograph is? I know it's from Sumer.,,,n
481,1,GPT2-medium,DBS,"A: I love Del Taco.  It's an American style Mexican fast food. <br>B: Yes, they're pretty good.  Do they have a senior menu? <br>A: Del Taco has no senior menu but they often has coupons. You can go through drive-through windows if you are in a hurry. <br>B: What do they offer up for breakfast? <br>A: Same menu all day:  burgers, fries, and shakes. <br>B: Really, they have burgers?  What kinds? <br>",Burger King (BK) is an American global chain of hamburger fast food restaurants.,I am not sure but Burger King is a global chain.,,,n
1879,1,GPT2-medium,beam search,"A: You know how to make coffee better? make it irish. <br>B: To make Irish coffee you just add whiskey, its really good, have you tried it? <br>A: I have, I thought I came up with it, turns out; I just have a drinking problem. <br>B: Well it depends on how much whisky you pour lol, I like my Irish coffee strong. <br>A: Did the irish really come up with Irish Coffee? <br>","Coffee has a number of classifications used to determine the participation of growers (or the supply chain) in various combinations of social, environmental, and economic standards.","I'm not sure, but I do know that it has a lot of different classifications.",,,n
1538,1,GPT2-large,DBS,A: do you like popcorn? <br>B: Love it.  Especially sweet popcorn.  Aparently some strains of corn are actually cultivated specially as popping corns. <br>A: yup. that sounds good and the popping sound will be amazing to hear <br>B: I agree with you.  Experts have found that the popping of the kernels happened by people as far back as the early 19th Century! So it not just a modern day food. <br>A: yes i do agree with you.popcorn is much better than nachos. what do you say? <br>,"So, Henry decides to eat as many sweets as he can from his sweet jar, although it is two days before ""Sweet Day"" when he is allowed to eat sweets.","Nachos are good too.  I like to eat a lot of sweets on Sweet Day, which is the day I can eat sweets!",,,n
1879,1,GPT2-large,DBS,"A: You know how to make coffee better? make it irish. <br>B: To make Irish coffee you just add whiskey, its really good, have you tried it? <br>A: I have, I thought I came up with it, turns out; I just have a drinking problem. <br>B: Well it depends on how much whisky you pour lol, I like my Irish coffee strong. <br>A: Did the irish really come up with Irish Coffee? <br>","Coffee has a number of classifications used to determine the participation of growers (or the supply chain) in various combinations of social, environmental, and economic standards.",I'm not sure but I do know that it has a lot of social and environmental standards.,,,n
207,1,GPT2-xlarge,nucleus,"A: Pit bulls are great dogs, but quite often they are misunderstood. <br>B: I have always wondered where the name pit bull came from as a name of a breed of dog. <br>A: Pit bulls are a descendant of bulldogs! Maybe that's where the ""bull"" comes from. What do you think? <br>B: Pit Bulls were originally developed as fighting dogs, so i'm sure that is how they received their reputation. <br>A: They do sometimes serve as search and rescue and police dogs, so they do have a purpose. I have friends that own them and they are wonderful pets if trained correctly. <br>","The Schapendoes was originally a herding dog and general farm dog, but today also participates in dog sports such as agility and flyball.","The Schapendoes was originally a herding dog, but today they participate in dog sports like agility and flyball.",,,n
1098,1,GPT2-large,nucleus,"A: I work as an accountant, where I measure, process, and communicate financial information about economies to my employer and its clients. <br>B: Do you enjoy it? <br>A: As long as I get paid to be an accounting practitioner, I'll enjoy it, how about that? ;) <br>B: What is the average salary for that type of a position? <br>A: The 2016 median annual salary was $68,150, and this of course varies from state to state with different job markets. <br>B: Do you have to obtain a lot of education in order to get a job like this? <br>","Programs for academic credit are for Master of Business Administration (MBA) and Executive MBA students, as well as graduate accounting and undergraduate students.","I don't, but I do need to get an undergraduate degree in accounting, so I can do that.",,,n
1731,1,GPT2-xlarge,nucleus,"A: I've never heard of dylan's candy bar have you? <br>B: Yes, Dylan's Candy Bar is a chain of candy stores In several major cities <br>A: and what is it made of though? <br>B: Its not a candy bar that is the name of a chain of candy stores owned by Dylan Lauren, Ralph Laurens daughter <br>A: oh okay I'm sorry!! I misread. How many cities is it in? <br>","The neighborhood is divided by the Miami River and is bordered by Midtown (Edgewater and Wynwood) to the north, Biscayne Bay to the east, Civic Center and Overtown to the west, and Coconut Grove to the south.",The Miami River is the main part of it.,,,n
1085,1,GPT2-medium,beam search,A: I love training dogs to do tricks and to behave well <br>B: That sounds like fun! Do you train dogs as a hobby or are you a professional dog trainer? <br>A: I just train my dogs through classical conditioning <br>B: What methods do you use to train them? I have a dog who needs to be trained! <br>A: Classical condition is forming an association between two stimuli and non-associative is where behavior is modified through habituation.  Also operant where they learn to form an association an action and its consequence <br>B: Oh I understand! I can see how that would be effective! Can you give me any other tips for training my dog? <br>,"Because of the simplicity of tic-tac-toe, it is often used as a pedagogical tool for teaching the concepts of good sportsmanship and the branch of artificial intelligence that deals with the searching of game trees.",Tic-Tac-Toe is a great teaching tool because it is simple,,,n
581,1,GPT2-medium,DBS,"A: I like to visit Florida in the winter. What can you tell me about the state? <br>B: Florida is a great state to vacation to,. <br>A: Yeah I like to go to Universal Studios and Disney World. The weather is nice in the winter. <br>B: I know it's so nice. Florida also means the ""land of flowers"" in Spanish. <br>A: Oh I never knew that. I want to visit Key West one day. <br>","The Intracoastal Waterway (ICW) is a inland waterway along the Atlantic and Gulf of Mexico coasts of the United States, running from Boston, Massachusetts, southward along the Atlantic Seaboard and around the southern tip of Florida, then following the Gulf Coast to Brownsville, Texas.",Have you ever been to the Intra-Coastal waterway?,,,n
196,1,GPT2-large,beam search,"A: I am a big fan of education.  I think people don't realize how important it is <br>B: Sure, education is important since it facilitates learning and the acquisition of skills. <br>A: I always believed in the value of it.  Probably because I was raised my a household of teachers. <br>B: I see. Educational methods include discussion, storytelling, training, research. <br>A: Yes, all of which are essential and proven methods for reaching students.  Discussion is especially important <br>",A rough translation of it is to learn something new every day: the concept of Jemande personifies general knowledge.,I agree. It is important to learn new things every day.,,,n
597,1,GPT2-xlarge,nucleus,"A: I grew up with 8 older siblings, pretty crazy right? I think it has something to do with a fertility factor, but I have no idea what that is really, can you explain it? <br>B: Whoa 8!!! Fertility factor has to do with how likely a person is to have children. <br>A: Oh I see, I guess my mother had quite a high fertility factor then. <br>B: Yes she did.  Fertility factors  is based on a lot of things. <br>A: Alright, can you elaborate on what some of those things are? <br>","Support can come from many sources, such as family, friends, pets, neighbors, coworkers, organizations, etc.",Many things.  The most important thing to have is a support system.,,,n
1236,1,GPT2-large,nucleus,"A: I started a blog on the World Wide Web to inform people of my life and day to day activities. It's something like a diary. <br>B: Really? That's pretty interesting. I've never had a diary or a blog. What do you like to write about? <br>A: Blogs usually cover a single subject, but mine covers a variety of topics like food and travel experiences. <br>B: Fun! Do you write in it every day? It is about health food or just cooking or nutrition? <br>A: Yes, it sometimes gets exhausting, so i'm thinking about starting a multi-author blog. That is where the content is written by multiple authors. It's mainly reviews of food I have tried. <br>B: Yes that sounds like a good idea. So you can get some help with it. Do you get paid for your blog? Like with sponsors and stuff? <br>","When asked about the origin of band's name, Rekti explained, ""I was on the internet, with nothing to do, so I just had this silly thought about searching my name on Google.","No, I just like to write about stuff and keep a blog, but I do get some money from people who read my blog.",,,n
81,1,GPT2-xlarge,DBS,"A: Hi,what do you know about big farming? <br>B: Pig are primarily farmed just so they can be eaten by humans.  How sad but true. <br>A: OK,But there are some cultural and religion that detested eating pork meat .Is that true? <br>B: I think the quakers detest it in Utah.  To think in other nations thousands of pigs are housed in such terrible conditions.  I can't imagine being a pig. <br>A: Pig farming <br>",Pigs are farmed principally to be eaten (e.g.,That's true.  Pigs are also farmed for their meat.  It's sad.,,,n
591,1,GPT2-large,DBS,"A: Don't you love pizza delivery, when a pizzeria or pizza chain delivers a pizza straight to a customers door? <br>B: I do love pizza delivery! So convenient! <br>A: I agree, its great having a delicious Italian dish delivered within an hour, steam coming out of the box <br>B: It is perfect for last minute when you don't know what to make. <br>A: Ordering over the internet too from the comfort of your desk, and easily being able to choose topings and sides easily is also another thing I absolutely love about pizza delivery <br>B: Yes that is a perk too. You can also use an app and create and order the pizza from your phone. <br>","These principles led to the creation of the official brand promise ""To serve the best pizza and make your day a little better.",That is a great way to make sure you get the best possible pizza!,,,n
1679,1,GPT2-large,DBS,"A: I love to read and have not read the Harry Potter fantasy series yet; have you? They are written by J. K. Rowling. <br>B: I have read them but it has been many years. Do you like fantasy? <br>A: I do like some fantasy and was thinking that these novels of the life of a young wizard along with friends that are students would be a good read. What can you tell me about them? <br>B: They follow a young wizard named Harry Potter throughout his schooling years. <br>A: Would you suggest reading the books over watching the movies? <br>B: I would suggest reading the books over watching the movies, if you are a reader- they are long! <br>","However, due to the complexity of the reading process, several theories have emerged over the causes of dyslexia.","Yes, they take a lot of time to read. There are many theories as to why some people are dyslexic.",,,n
394,1,GPT2-medium,beam search,"A: I absolutely love beef, it's probably one of my favorite foods! What's your favorite food to make with beef? <br>B: I don't  make it, but I love to eat it: Kobe Beef! Fancy Japanese style. Have you had it? <br>A: Yes, Kobe Beef is awesome, the taste is so invigorating! <br>B: It is! It comes from a specific breed of Wagyu cattle that is bred in Japan. Most Kobe in the United States is actually mislabeled. <br>A: Kobe beef <br>","Kobe beef is also called , or in Japanese.","Oh wow, I didn't know that. It's also called Kobe Beef in Japan!",,,n
154,8,GPT2-small,nucleus,A: What are  peanuts <br>B: The peanut is a legume- you eat them. They are delicious! I know a lot about them if you have any questions. <br>A: Please how do they look like <br>B: They are round and grow in shells. There is a sphere that is the goober and a small piece on top called the groundnut <br>A: Have you it before how does it taste <br>,"Annin tofu (杏仁豆腐) or almond tofu is a soft, jellied dessert made of apricot kernel milk, (which is often translated as almond milk, as apricot kernel itself is often translated as ""almond""), agar, and sugar.","I have not, but I do know that the edible form of the edible form is called annin tofu",,,n
