conv_index,model_type,decoding,context,knowledge,response,Avg Factual Correctness,Hallucination,Verifiable
210,GPT2-small,nucleus,"A: hello I do love Agatha Christie novels<br>B: Me too. I like Hercule Poirot ones the best.<br>A: yes, Poirot is a great character, i do love it when he gets going<br>B: What's your favorite novel? Mine is The Big Four.<br>A: obvious choice is  Murder on the Orient Express, but i do enjoy her lesser known ones<br>","Murder on the Orient Express (2017 film) Murder on the Orient Express is a 2017 American mystery drama film directed by Kenneth Branagh, with a screenplay by Michael Green, based on the 1934 novel of the same name by Agatha Christie.",Have you seen the movie Murder on the Orient Express?,0.5,No,n
211,GPT2-small,nucleus,"A: I never understood how people can be vegans. Meat is amazing!<br>B: I know, what are the various reasons that make people become vegetarians?<br>A: Honestly, I think it might because of animal cruelty? What do you think?<br>B: Not sure but the idea of abstaining from meat, seafood and poultry is foreign to me<br>A: Yeah, I agree. Could it also be a political to not eat meat? <br>","Vegetarianism Such ethical motivations have been codified under various religious beliefs, as well as animal rights advocacy.","Yes, but I'm not sure, but ethical motivations have been codified under various religious beliefs",1.0,No,y
212,GPT2-small,nucleus,"A: Hey!  I have been interested in visiting Denmark.  Have you been there?<br>B: Not personally, but it seems like an interesting place. If you go there you're also very close to Germany as it borders Denmark, so you can visit two countries very easily!<br>A: That would be amazing!  Whats fun to do in Denmark<br>B: Well it has sandy coasts and a temperate climate, so I imagine beaches there might be quite enjoyable<br>A: That's nice.  I imagine the culture and history of the country is attactive, right?<br>",Denmark Denmark and Norway remained under the same monarch until outside forces dissolved the union in 1814.,"Yeah, and it was under the same monarch until outside forces dissolved the union in 1814. It's pretty cool!",0.5,No,y
213,GPT2-small,nucleus,"A: I enjoy making sculptures.<br>B: I know a bit about it. It's actually considered one of the ""plastic arts""<br>A: I've being toying with designing sculptures digitally with CAD and then 3d printing them.<br>B: I'm not sure what CAD is, but I do know about stereolithography. It's one of the most common file types for 3D printing.<br>A: CAD is computer assisted design.<br>","Computer-aided design Computer-aided design (CAD) is the use of computer systems (or ) to aid in the creation, modification, analysis, or optimization of a design.","Yes, that's a good question. It is the use of computer systems to aid in the creation, modification, analysis, etc.",1.0,No,y
214,GPT2-small,nucleus,"A: Hi there! I have a Ford Mustang - what do you drive?<br>B: Oooh the Mustang is an American car made by Ford, but I drive a Saturn Ion.<br>A: Nice! What's the performance like?<br>B: It runs great, I have no problems with it. It's the longest compact car sold in North America!<br>A: Wow, I didn't know that. The performance on the Mustang is great but she drinks petrol<br>",Ford Mustang The Mustang has undergone several transformations to its current sixth generation.,"Yes, the Mustang has undergone several transformations to its current sixth generation.",1.0,No,y
215,GPT2-small,nucleus,"A: Country music is a musical genre that originated in the southern United States<br>B: Oh I love country music! What have you learned about it?<br>A: I like Keith urban. It takes its roots from genres such as folk music<br>B: I especially like the modern county music these days! But sometimes the music from different bands sound the same.<br>A: Country music often consists of ballads and dance tunes with generally simple forms, folk lyric and harmonies <br>B: it is really beautiful to listen to and really touches your emotional spots.<br>","Country music According to Lindsey Starnes, the term ""country music"" gained popularity in the 1940s in preference to the earlier term ""hillbilly music""; it came to encompass Western music, which evolved parallel to hillbilly music from similar roots, in the mid-20th century.","Yes, it does. It gained popularity in the 1940s in preference to the earlier term ""hillbilly music""",1.0,No,y
216,GPT2-small,nucleus,"A: hello, do you know any info on pattern hair loss?<br>B: I'm not very informed on the subject, no. Do you know about it?<br>A: it medically can be referred to as alopecia <br>B: I've heard of that, actually! Is it more common in men or women?<br>A: when it affects males and female-pattern hair loss (FPHL) when it affects females, is hair loss that primarily affects the top and front of the scalp.<br>B: It's probably pretty noticeable for people who have it, then.<br>","Scarring hair loss In some cases, hair loss is gradual, without symptoms, and is unnoticed for long periods.","It's known as early hair loss, and it's usually undetected for long periods of time.",0.67,Yes,y
217,GPT2-small,nucleus,"A: Do you know about football?The most amazing sport in the world<br>B: Are you talking about American football, or soccer?  I actually love both and watch them!<br>A: I am talking about soccer!!!In United States is getting more popular these days,specially since the 1994 World Cup was held <br>B: Yeah, I know.  My favorite team is Orlando City since I live here.  They are really fun to watch!  My favorite player was Kaka from Brazil.  Do you have a favorite player?<br>A: My favorite is Messi ,but he did not in America ,Yet!!!.It rained a lot after the first World cup held in 1930<br>B: Wow!  I didn't know the first world cup was in 1930!  Where was that match played?<br>","FIFA World Cup The current champion is Germany, which won its fourth title at the 2014 tournament in Brazil.","It was played in Brazil, and it was won by Germany.",0.0,Yes,y
218,GPT2-small,nucleus,"A: Santa fe is the capital of New mexico. Can you believe that!<br>B: I had no idea! What is Santa fe like? <br>A: It was founded by Spanish colonists in 1610.<br>B: That is a long time ago! Are there any main attractions over there?<br>A: not that I know of.<br>B: I see, what else do you know about  it?<br>","Santa Fe, New Mexico The city's full name as founded remains La Villa Real de la Santa Fe de San Francisco de Asís (""The Royal City of the Holy Faith of Saint Francis of Assisi"").",The city's full name is La Villa Real de la Santa Fe de San Francisco de Asís.,1.0,No,y
219,GPT2-small,nucleus,"A: I recently started getting into New Age practices and beliefs! It's been around since the 70s so I'm a little late to the game!<br>B: I'm not familiar with them. What have you been doing?<br>A: It's generally thought to be a religious movement, but most involved see it more as a Mind, Body, Spirit exercise.<br>B: What's the goal of New Age?<br>A: It differs, actually. New Age has a highly eclectic structure, but for me it's about being a lot more mindful.<br>B: Do you engage in meditation?<br>","Meditation Meditation may be used to reduce stress, anxiety, depression, and pain.","Yes, I do it to help relieve stress and anxiety, as well as to reduce stress and anxiety.",1.0,No,y
220,GPT2-small,nucleus,"A: I am so into tattoos, I have 3. Do you have any? I'm just addicting to going in and getting more body modification. Something about getting ink inserted makes me happy lol<br>B: I don't have any but thinking about getting one do they hurt?<br>A: Well, kind of. I like to go in and get a tattoo when I'm irritated or angry lol. But really, we are getting a painting or scaring and staining under our skin so it will hurt a little but not much<br>B: Does it take a long time to heal?<br>A: Nah, my tatau or tattoo's only took maybe a couple of weeks to stop scabbing. Just take care of them, keep them clean and they will be great in no time. I hope to get another soon<br>B: Is it really artist that does the tattoos?<br>","Tattoo A tattoo is a form of body modification where a design is made by inserting ink, dyes and pigments, either indelible or temporary, into the dermis layer of the skin to change the pigment.","No, I am not really a artist, but I do have a tattoo done by a guy named Matt. He has a lot of tattoos",0.0,Yes,n
221,GPT2-small,nucleus,A: There a re a lot of farmers in my state.<br>B: As in agriculturer? DO they raise animals or plants for food?<br>A: yes there are many with cow farms around here.<br>B: Are there mechanisms in place to prevent animal cruelty in how they are slaughtered?<br>A: Not sure as im not much into the farming life myself.<br>,"Cruelty to animals Cruelty to animals, also called animal abuse, animal neglect or animal cruelty, is the infliction by omission (animal neglect) or by commission by humans of suffering or harm upon any non-human animal, regardless of whether the act is against the law.",Do you have any experience with animal abuse?,0.33,No,n
222,GPT2-small,nucleus,A: netflix is the best entertainment company.<br>B: Oh yeah Netflix is so huge nowadays.<br>A: netflix is an american company since 1997 <br>B: It wasn't nearly as big as it is now back then.<br>A: yea since 1997 they mainly gave dvds in the mail at netflix<br>B: I remember that! It<br>,Netflix It specializes in and provides streaming media and video-on-demand online and DVD by mail.,"Yeah it was very big in 1997, it provided streaming media and video-on-demand online and DVD by mail.",1.0,No,y
223,GPT2-small,nucleus,"A: I've always wanted to visit Vermont to see the Green Mountains. Have you ever been?<br>B: I have been to a ski resort called Killington, Vermont, but I am not sure about if it is in the Green Mountains<br>A: Skiing is fun! Vermont seems like such a great state. It was actually the safest state in the US in 2016!<br>B: Oh wow that is interesting, what factors determine what is the safest state?<br>A: I think it's the instances of violent crime. But it's not hard to see why Vermont was given that title. It's the second smallest state in population, so I'm sure that helps. <br>B: Oh okay that makes sense!<br>","Vermont The state capital is Montpelier, the least populous state capital in the United States.","The state capital is Montpelier, but I don't know if it's the least populous state in the US.",1.0,No,y
224,GPT2-small,nucleus,"A: I love to go travelling! It's my favorite!<br>B: trvaeling is very fun be it by bicycles, trians, cars, and planes or boats buses, or automobiles<br>A: I prefer to travel by car, but I'll fly if necessary.<br>B: Yep trvaeling for short stays before moving to a new place can be fun<br>A: Hotels are okay but if it's an extended stay I do an Airbnb.<br>","Airbnb Airbnb is an American company which hosts an online marketplace and hospitality service, for people to lease or rent short-term lodging including vacation rentals, apartment rentals, homestays, hostel beds, or hotel rooms.",it's not a cheap place to rent and it's also an American company that hosts an online marketplace and hospitality service,0.5,Yes,y
225,GPT2-small,nucleus,"A: I like a lot of different flowers, but roses are my favorite. <br>B: They are pretty, but with the sharp prickles on the stems I would think they are hard to take care of.<br>A: Some varieties probably are, but I had what I call ""farm roses"" that were nearly impossible to kill when I wanted to take them out of one spot. <br>B: Some roses are grown for hedging or ground cover.  Maybe that is what your ""farm roses"" are!<br>A: Probably so! They were actually trying to take over my porch, so I could see how they could be good hedging. <br>","Rosalia (festival) As a commemoration of the dead, the ""rosatio"" developed from the custom of placing flowers at burial sites.","I think the ""rosatio"" is one of the best ways to commemorate the dead.",0.83,No,n
226,GPT2-small,nucleus,A: My daughter trains her horse in Dressage - do you know much about that?<br>B: I think Dressage is a french term for a skilled horse rider.<br>A: It definitely seems fancy to me - she used to do Hunter Jumper but has moved to dressage.<br>B: Know what a double bridle is? It's a rein with 4 bits as opposed to two.<br>A: How is that used?  I have not heard of that - she's the expert.<br>,"Bridle As defined in the ""Oxford English Dictionary"", the ""bridle"" includes both the that holds a bit that goes in the mouth of a horse, and the reins that are attached to the bit.","The bridle in her mouth is called a ""bridle"".",1.0,No,n
227,GPT2-small,nucleus,"A: I used to be a wage slave, living from paycheck to paycheck. However I now thankfully have enough money to live a modest but pleasant life.<br>B: My livelihood depended on wages in the past., but i'm retired now so I don't worry about it.<br>A: We're both very lucky then. Today I feel so sorry for many people, who can't make ends meet and who have to work 2+ jobs just to get through the week.<br>B: I know, especially people who work in sweatshops. They have no choice because of the lack of fulfilling jobs.<br>A: That, and stagnating wages. Corporations have to pay their workers more and CEOs etc. less so people can earn enough to live.<br>",Wage slavery Similarities between wage labor and slavery were noted as early as Cicero in Ancient Rome.,"Well, I'm not sure about that, but it's pretty widespread in Ancient Rome.",0.5,Yes,y
228,GPT2-small,nucleus,"A: I'm working on my first novel. It a long narrative piece of fiction that I hope to get published one day.<br>B: That's awesome!  When did you start writing it?<br>A: Just for a few months now. Novels date back in history of about 2000 years ago, with origins in Greece and Rome<br>B: What were the first novels about?<br>A: Those early novels were medieval and early modern romance, and in the tradition of the novella.<br>B: That's so cool!  How many novels are published yearly?<br>","Novel Ian Watt, in ""The Rise of the Novel"", suggested in 1957 that the novel first came into being in the early 18th century.","I'm not sure, but Ian Watt suggested in 1957 that the novel first came into being in the early 18th century.",1.0,No,y
229,GPT2-small,nucleus,"A: I love the act of producing musical sounds! <br>B: yes,i love did<br>A: Most people refer to me as singer or vocalist, since I make music<br>B: all the best<br>A: Have you heard an ensemble of musicians?<br>B: ya i heard<br>","Singing Different singing styles include art music such as opera and Chinese opera, Hindustani music, and religious music styles such as gospel, traditional music styles, world music, jazz, blues, gazal and popular music styles such as pop, rock, electronic dance music and filmi.","yes,i have heard different singing styles include art music such as opera and Chinese opera",1.0,No,n
230,GPT2-small,nucleus,"A: how do I eradicate the color yellow from existence?? i hate it!<br>B: yellow is so much a part of other colors, I am not sure you could totally eradicate it. It makes up so many other colors.<br>A: I wonder how yellow has been used throughout history<br>B: I read that yellow or gold was used on Egyptian tombs for skin color.<br>A: I knew yellow was creepy! I bet it represents all sorts of depressing stuff for cultures all over the world!<br>","Yellow Because it was widely available, yellow ochre pigment was one of the first colors used in art; the Lascaux cave in France has a painting of a yellow horse 17,000 years old.","Yes! And because yellow was widely available, yellow ochre pigment was one of the first colors used in art.",1.0,No,y
231,GPT2-small,nucleus,"A: i want to visit Italy so bad<br>B: I have only been there once, but I'd love to go back! There are so many World Heritage Sites in Italy. More than any other country in the world.<br>A: really? i would like to know more!<br>B: Yeah! World Heritage Sites are selected by UNESCO, based on their historical and cultural significance.<br>A: so what are some of those world heritage sites?<br>",Tourism in Italy Italy also contains more World Heritage Sites than any other country in the world.,"Most of them are World Heritage sites, but there are also World Heritage Sites in Italy.",0.67,No,n
232,GPT2-small,nucleus,"A:  I love to cook it is so soothing and relaxing plus I love to eat lol.<br>B: I enjoy it too, there's so many different methods to cook you can really experiment. Recently I've been trying to learn how to bake in various types of ovens.<br>A: That is crazy me as well baking is one I don't do as much but said I want to get more into to make some homemade fresh cakes. <br>B: You should give it a try, baking is a lot of fun and you can make so many different types of foods, like cakes as you mentioned, but also breads.<br>A: I wouldn't be thinking about getting all that flour and dough everywhere trying to cook and bake lol have you tried baking fresh bread yet? <br>","Baking As heat travels through, it transforms batters and doughs into baked goods with a firm dry crust and a softer centre"".","I have not, I'm not sure about that. I'm just really into baking and I've been doing it for a few years now. I'm so glad you're interested.",0.67,No,n
233,GPT2-small,nucleus,"A: hello, The first fortepianos in the 1700s had a quieter sound i find it really interesting<br>B: Im sorry, what are forepianos? some kind of small piano or something? im sorry if that is a dumb question. i have never heard of those before.<br>A: a piano, especially of the kind made in the 18th and early 19th centuries<br>B: Were they really expensive? I wonder how they are played<br>A: i don't really know the exact prices but i wish i could play in a piano like that<br>B: Have you ever played a piano? I tried once, they are really difficult.<br>","Piano The piano is an acoustic, stringed musical instrument invented in Italy by Bartolomeo Cristofori around the year 1700 (the exact year is uncertain), in which the strings are struck by hammers.","No, i have not but I can play a piano with a stringed instrument",0.0,No,n
234,GPT2-small,nucleus,"A: Do you like The Rolling Stones? They were at the forefront of the British Invasion of bands that became popular in the United States in 1964, and identified rebellious counterculture of the 1960s.<br>B: I love rolling stones. They've made some of my favorite music. I just recently watched an episode of a T.V. show Westworld and they used the song Play With Fire.<br>A: Westworld is a great TV show! Mick Jagger is the lead singer and one of the founder members of the Rolling Stones.<br>B: Yea. I've seen multiple celebrities try to impersonate his unique charisma. <br>A: It's hard to copy though. Jagger's distinctive voice and performances combined with Keith Richards' guitar style have been the trademark of the Rolling Stones.<br>B: I agree with you there. Jimmy Fallon does a pretty good one though!<br>",The Tonight Show Starring Jimmy Fallon The show also stars sidekick and announcer Steve Higgins and house band The Roots.,He's great. The Tonight Show also stars Jimmy Fallon and Steve Higgins.,1.0,No,y
235,GPT2-small,nucleus,"A: Do you know much about ford trucks?<br>B: Yes I do!  The Ford trucks (or F-series) is a series of light-duty trucks and medium duty trucks that have been manufactured by Ford Motor Company.<br>A: Are they durable as other trucks?<br>B: Definitely - if you want the heavy duty trucks, the Ford F-Series Super Duty is the one you would like to buy.  It has a heavier-duty bodywork to ensure that it can work in any tough conditions.  Are you looking to buy a car?<br>A: I am. I am not sure if I need a truck thought, I want something with better gas mileage<br>","Ford F-Series The most popular version of the F-Series is the F-150, now in its thirteenth generation.",The F-150 is the most popular version of the F-Series.  The F-150 is also the most popular and has a removable fuel tank.  Do you like them?,0.67,Yes,y
237,GPT2-small,nucleus,"A: I love dancing. Old skool dance like breakdancing.. Dance  Dance is a performing art form consisting of purposefully selected sequences<br>B: Dancing is great. Do you like salsa dancing?<br>A: Not my type of dance ,but its a traditional style which originated in the Caribbean.  <br>B: I see. I dance salsa everyday with my wife. I also like belly dancing, Do you know about it?<br>A: It also referred to as Arabic dance (, literally: ""oriental dancing""), is an Arab expressive dance which originated in Egypt<br>B: Oh I see. have you ever been to Egypt? I hear its a great country. <br>","Dance Dance can be categorized and described by its choreography, by its repertoire of movements, or by its historical period or place of origin.","Yes, I have. Dance is classified and described by its choreography, by its repertoire of movements, or by its historical period or place of origin.",1.0,No,y
238,GPT2-small,nucleus,A: I love pizza and i have a pizzerian that delivers it to me. <br>B: I also love pizza! What are your favorite toppings?<br>A: I can eat any type of pizza but i sometimes prefer  frozen pizza<br>B: I think frozen pizza has an undeserved bad reputation. I eat it at least twice a week. Yum!<br>A: But it is one of the traditional Italian dish <br>B: I heard that traditional Italian pizza is much different from the pizza Americans typically eat. Have you heard that?<br>,"Italian cuisine It has developed through centuries of social and economic changes, with roots stretching to antiquity.",It is.  It has developed through centuries of social and economic changes,1.0,No,y
240,GPT2-small,nucleus,"A: Hi, do you ever do crossword puzzles from newspapers?<br>B: Sometimes I like to down a crossword puzzle. But sometimes the rectangular grid is a little overwhelming!<br>A: What newspaper has the best crossword puzzle?<br>B: The New York Times is known for their crossword puzzle and it's printed in more than 300 other newspapers.<br>A: Have you ever made your own crossword puzzle?<br>",Crossword In such puzzles shaded squares are typically limited to about one-sixth of the total.,"I've never made a crossword puzzle but I have done a couple of puzzles myself. It's not too difficult, just a little bit smaller.",0.67,No,n
242,GPT2-small,nucleus,"A: Have you ever been scuba diving? That's where you use a breathing device underwater that is self-contained.<br>B: I haven't, but I'm sure it is amazing! I can imagine all the sea creatures and life you see. Have you been?<br>A: I have! It's too bad I can't go deep sea scuba diving and see all the state sea creatures below the photic zone in the ocean.<br>B: Yes, that would be cool! The colors deep in the ocean are so vivid and impressive! Did you experience anything that stands out?<br>A: I loved seeing the coral reef, that was one of the biggest highlights. I was enjoying looking at the different marine habitats that supported marine life. <br>B: Yes, the coral reef are really interesting. But, I can imagine all of the different variety of marine life too. See any sharks?<br>",Coral reef fish Coral reef fish are fish which live amongst or in close relation to coral reefs.,I have seen some sharks! I've never seen one but I do know they live in close relation to coral reefs.,0.0,Yes,y
243,GPT2-small,nucleus,A: I love pancakes some people like them  often thin and round but I like my a little bigger<br>B: We eat a lot of pancakes around here too<br>A: Im american a leavening agent is used when making them<br>B: Is that what makes them fluffy?<br>A: Yup! In the UK pancakes are often unleavened and resemble a crêpe.<br>B: So they are just a flat piece of dough?<br>,Pancake American pancakes are similar to Scotch pancakes or drop scones.,Yup! American pancakes are similar to Scotch pancakes but they are different.,0.83,No,y
244,GPT2-small,nucleus,"A: Pink is my absolute favorite color!! It is considered a pale red!<br>B: I love pink!  My daugher used to love it, but has now moved on to yellow and teal.<br>A: Pink is actually named after a flower of the same name<br>B: Really, there is a flower named Pink?<br>A: Yes isn't that interesting!  It was first used as a color name in the late 17th century!<br>B: That is interesting - I thought orange was the only color like that.<br>","Pink The color pink is named after the flowers, pinks, flowering plants in the genus ""Dianthus,"" and derives from the frilled edge of the flowers.",Pink is also called dianthus because it is a flowering plant.,0.67,Yes,y
246,GPT2-small,nucleus,"A: Christmas is my favorite time of the year!!  Celebrating the birth of Jesus on December 25th is just the best holiday.<br>B: I love Christmas too! I love all the lights and decorations and also the snow.<br>A: And the traditions of it all as well, lighting the tree, hanging the wreaths, stockings, candy canes, the Nativity, etc.. I just love it.<br>B: It's all so fun and makes me feel so warm and cozy all the time. I also love the cold temperatures a lot more than the warm summers over here.<br>A: I love the snow - we don't get much here - i've even thought of getting a white Christmas tree<br>B: We used to get a lot more over in Oklahoma but now we don't get much honestly.<br>","White Christmas (weather) The Irving Berlin song, ""White Christmas"", sung by Bing Crosby from the film ""Holiday Inn"", is the best-selling single of all time and speaks nostalgically of a traditional white Christmas.","That's good.  I love the song ""White Christmas"" which is the best selling single.",1.0,No,y
247,GPT2-small,nucleus,"A: I hate having to take my car to get worked on. I wish I knew more about that stuff to do it myself<br>B: mechanics can really come in handy in your case, In repairing cars, their main role is to diagnose the problem accurately and quickly<br>A: Yes. Fortunately, I have one I have used for a long time and trust. <br>B: They often have to quote prices for their customers before commencing work but in your case im sure he gives you a discount for being a long time costumer<br>A: Sometimes. it would be nice if there was a price list that just said A) costs this much, B) cost this much so I knew without having to go in.<br>",Auto mechanic Basic vehicle maintenance is a fundamental part of a mechanic's work in modern industrialized countries while in others they are only consulted when a vehicle is already showing signs of malfunction.,i am sure you have a good idea of what is required to get a car into service. Basic vehicle maintenance is a fundamental part of a mechanic's work in modern industrialized countries,1.0,No,y
248,GPT2-small,nucleus,"A: I'd like to learn about the TV show Grey's Anatomy!<br>B: its a American drama centered around the medical field that premiered on ABC<br>A: Ah, I see, and who's the main character?<br>B: its about a female doctor named Meredith Grab played my Ellen Pompeo<br>A: Ellen Pompeo? I think I've heard of her, what other shows/movies might she be in?<br>","Ellen Pompeo She made her screen debut with NBC's legal drama ""Law & Order"", and then guest-starred in other television shows, including the comedy ""Strangers with Candy"", the medical drama ""Strong Medicine"" and ""Friends"".",well she made her screen debut with NBC's legal drama Law & Order,0.5,No,y
249,GPT2-small,nucleus,"A: What is the difference between a family farm and a corporate farm?<br>B: A family farm is family owned, as opposed to farms operated as collectives, trusts, non-family corporations, or institutionalized farms.<br>A: Very interesting.  Do family farms focus more on organic foods as opposed to corporate farms?<br>B: It depends. Not all cultures have the same agricultural traditions and histories between countries.<br>A: Do you believe that Amish-owned farms be categorized as family famrs?<br>","Subgroups of Amish There are many different subgroups of Amish with most belonging, in ascending order of conservatism, to the Beachy Amish, New Order, Old Order, or Swartzentruber Amish groups.","I do. I believe that the Amish are the same as the New Zealanders, although I'm not sure if they are.",0.0,Yes,y
251,GPT2-small,nucleus,"A: I have two dogs. One of them is an English Bulldog, and the other one is a pitbull. Have you ever seen an English Bulldog?<br>B: Yes.  I know that bulldogs are a national icon in Britain.  <br>A: That's true. I love their squat bodies and squished up faces, but sometimes they can have breathing problems.<br>B: Do they snort and choke?  If so, it is probably sleep apnea <br>A: Sometimes, but the main issue with my bulldog is his propensity to overheat. In the hotter days of summer, he seems to struggle after even a short walk.<br>","Bulldog There are generally thick folds of skin on the brow; round, black, wide-set eyes; a short muzzle with characteristic folds called a rope or nose roll above the nose; hanging skin under the neck; drooping lips and pointed teeth, and an underbite with an upturned jaw.","I don't think he can handle that.  I know that there are generally thick folds of skin on the brow; round, black, wide-set eyes",1.0,No,y
252,GPT2-small,nucleus,"A: Have you ever been snowboarding on the slopes?<br>B: I have, but it has been a couple of years. What level runs do you go on?<br>A: It has been several years for me as well, but its kind of like riding a bike, I pick it right back up once I get back on a board. I could do everything but double blacks, at least the blacks in the NE US, I have not snowboarded in the western states. <br>B: I grew up snowboarding in the north west states. I now live on the east coast and the hills around me are not really worth going on. They have to create their own snow.<br>A: Yes they do, there is a huge difference! I have been skiing out west more then I can count but it was before I started with the board. Modern snowboarding was actually started by an engineer in Michigan.<br>B: That is really interesting. Did you watch the winter olympics this year? It was amazing watching Shawn White win it. I know a lot of snowboarders will move to Colorado to train for the Olympics. <br>","Snowboarding And, in 1966 alone over half a million snurfers were sold.","Yes, and over half a million snurfers were sold.",0.5,No,y
253,GPT2-small,nucleus,"A: What is your favorite pizza?<br>B: My favorite pizza is a margarita pizza with fresh mozzarella and basil! Have you ever had it?<br>A: Yes I have! I actually prefer veggies over meat, I have worked at many pizza shops and even delivered pizza. Have you heard of deep dish pizza? Or the process or getting the pans ready to make deep dish pizzas?<br>B: I have heard of deep dish pizza common in Chicago, but I've never had it! I have never heard about the process of making it though. <br>A: It is a process of scrubbing pans for hours and hours before they get sent through the oven after being greased. It gets sent through and greased at least 6 times before the pans can be used. It is not fun at all and takes forever.<br>",Pot washing The classic and “old” process for cleaning pots and pans is the manual hand-washing method.,I would love to go back to that process with my kids. The classic and old process for cleaning pots and pans is the manual hand-washing method. I think it is the best method.,1.0,No,y
254,GPT2-small,nucleus,"A: I really like helping people. One of the ways I do it is helping at the Nursing home.<br>B: Nursing home care is really important in the U.S., that's awesome you are involved! What do you do there?<br>A: I do whatever is needed, it's up to my supervisors to give me tasks. Sometimes it's taking care of elderly people and sometimes something like cleaning. <br>B: Wow elderly care is really intense, I know it's important to take care of our senior citizens. Have you become close with any?<br>A: Yes it is intense, I have made friends with them sometimes! They can be really humorous at times.<br>","Elderly care Elderly care, or simply eldercare (also known in parts of the English speaking world as aged care), is the fulfillment of the special needs and requirements that are unique to senior citizens.",That's so cool! Elderly care can be rewarding!,1.0,No,n
255,GPT2-small,nucleus,"A: I've heard Nicholas Sparks is a great writer but i'm not sure if i've ever read any of his books<br>B: He's most well known for his best selling novel The Notebook, perhaps you've heard of it, but never read it?<br>A: Oh, i've watched a movie it was great<br>B: I've never seen it, but I've heard good reviews about it. The book was quite popular, it made New York Times best-seller list in its first week of release.<br>A: how cool! it was a very good movie! i cried a lot! I wanna know more about this autor<br>","Nicholas Sparks Sparks was born in Omaha, Nebraska and wrote his first novel, ""The Passing"", in 1985, while a student at the University of Notre Dame.","Well, it was written by Nicholas Sparks, and it was his first novel! I think that's why he wrote the novel ""The Passing"".",1.0,No,y
256,GPT2-small,nucleus,"A: Mercedes are an amazing car!  I recently purchased an S-class!  Do you like Mercedes?<br>B: Yes I do! The S-class is considered top of the line and was introduced in 1972.<br>A: The car seems bulletproof and of high quality!  Is the S Class fairly reliable?<br>B: The S-class has debuted a lot of the most recent innovations like interior features, safety systems, and drivetrain technologies.<br>A: Where is the S Class manufactured?<br>",Mercedes-Benz S-Class All models built in Mexico or sold in the United States are only available in long wheelbase.,The S-class is manufactured in Mexico or sold in the United States.,1.0,No,y
257,GPT2-small,nucleus,"A: I want to discuss veganism with you. Veganism is the abstaining from eating any parts of animals.<br>B: if you follow the philosopy of veganism you would be known as a vegan<br>A: That is true. Vegans are known to live long and healthy lives.<br>B: Maybe that is because they refrain from consuming animal products, so they eat less fat<br>A: I believe that would definitely have a positive effect on their health. They also will eat less of the antibiotics factory farms use on their livestock.<br>",Veganism Distinctions are sometimes made between several categories of veganism.,maybe it's because they have different categories of veganism,0.67,No,n
258,GPT2-small,nucleus,A: Do you know that beard grows on the chin and cheeks of humans and some animals?<br>B: Yes i know<br>A: The good thing for us human beings is that only pubescent or adult males are able to grow beards.<br>B: yes grow beards<br>A: It would interest you to know that beard is a part of the broader category of androgenic hair.<br>B: yes i know<br>,Beard It is a vestigial trait from a time when humans had hair on their face and entire body like the hair on gorillas.,The beard is also vestigial trait from the time when humans had hair on their face and entire body like the hair on gorillas.,1.0,No,y
259,GPT2-small,nucleus,"A: I just heard a song by Radiohead. It was great!<br>B: I love Radiohead! It's hard to believe that they've been together since 1985!<br>A: That is impressive! Are they pretty popular?<br>B: Very much so! Their third album, OK Computer, is often acclaimed as one of the best albums in popular music!<br>A: Wow I've never heard of that before! What were some of the songs on the album<br>","OK Computer Other than the song ""Lucky"", which was recorded in 1995, Radiohead recorded the album in Oxfordshire and Bath between 1996 and early 1997, mostly in the historic mansion St Catherine's Court.","I'm not sure what the songs are, but I know that they recorded their album in Oxfordshire in 1995.",1.0,No,y
260,GPT2-small,nucleus,"A: hello I like toyota cars and own one<br>B: Toyota's are good cars. They are the market leader now in hybrid electric car sales. <br>A: the hybrid electric Toyotas are interesting, maybe I would buy one <br>B: Yes, Toyota and Lexus hybrid cars were able to achieve a 10 million mark back in January 2017, so they are becoming more popular.<br>A: that many hybrids,  you know I do not think I ever seen a Lexus hybrid, only Toyota<br>","Toyota Toyota Motor Corporation produces vehicles under five brands, including the Toyota brand, Hino, Lexus, Ranz, and Daihatsu.","Toyota has a lot of hybrids, like the Toyota brand. They are the most popular.",0.5,No,y
261,GPT2-small,nucleus,"A: My friend just got diagnosed with Epilepsy. Its a neurological disorder that causes epileptic seizures.<br>B: Im sorry to hear that, how do they treat it?<br>A: They must first determine the cause of the epileptic seizures. It can even be from alcohol withdrawal or electrolyte problems nut not always.<br>B: Is it something that can be fixed?<br>A: To some extent. Epilepsy can be monitored by blood tests and brain imaging to determine the severity.<br>B: That is really interesting<br>",Epilepsy Epileptic seizures are episodes that can vary from brief and nearly undetectable to long periods of vigorous shaking.,They can also be treated with physical therapy. Some episodes can last from very brief to almost undetectable.,0.5,Yes,y
262,GPT2-small,nucleus,A: I really like racing go-karts. They are a type of open-wheel car. <br>B: yes i used to ride in them when I was younger. They are fun.<br>A: I also enjoy them because they come in all shapes and forms. Some don't even have moters!<br>B: how do they work without motors?<br>A: They are called gravity karts and work by using gravity to go down a hill really fast. <br>B: Oh ok kind of like a soap box derby?<br>,"Go-kart Gravity racers, usually referred to as Soap Box Derby carts, are the simplest type of go-karts.","Yes, they are the simplest type of go-karts. They are more fun to ride than a regular car.",1.0,No,y
